"id","parent_id:id","code","name","vat_affected","tax_category","internet_available"
"eco_acti_155300","eco_acti_155",155300,"Elaboración de Bebidas Malteadas, Cervezas y Maltas","SI",1,1
"eco_acti_155410","eco_acti_155",155410,"Elaboración de Bebidas No Alcohólicas","SI",1,1
"eco_acti_155420","eco_acti_155",155420,"Envasado de Agua Mineral Natural, de Manantial y Potable Preparada","SI",1,1
"eco_acti_155430","eco_acti_155",155430,"Elaboración de Hielo","SI",1,1
"eco_acti_160010","eco_acti_16",160010,"Fabricación de Cigarros y Cigarrillos","SI",1,1
"eco_acti_160090","eco_acti_16",160090,"Fabricación de Otros Productos Del Tabaco","SI",1,1
"eco_acti_171100","eco_acti_171",171100,"Preparación de Hilatura de Fibras Textiles; Tejedura Prod. Textiles","SI",1,1
"eco_acti_171200","eco_acti_171",171200,"Acabado de Productos Textil","SI",1,1
"eco_acti_172100","eco_acti_172",172100,"Fabricación de Artículos Confeccionados de Materias Textiles, Excepto Prendas de Vestir","SI",1,1
"eco_acti_172200","eco_acti_172",172200,"Fabricación de Tapices y Alfombra","SI",1,1
"eco_acti_172300","eco_acti_172",172300,"Fabricación de Cuerdas, Cordeles, Bramantes y Redes","SI",1,1
"eco_acti_172910","eco_acti_172",172910,"Fabricación de Tejidos de Uso Industrial Como Tejidos Impregnados, Moltoprene, Batista, Etc.","SI",1,1
"eco_acti_172990","eco_acti_172",172990,"Fabricación de Otros Productos Textiles N.C.P.","SI",1,1
"eco_acti_173000","eco_acti_173",173000,"Fabricación de Tejidos de Punto","SI",1,1
"eco_acti_181010","eco_acti_181",181010,"Fabricación de Prendas de Vestir Textiles y Similares","SI",1,1
"eco_acti_181020","eco_acti_181",181020,"Fabricación de Prendas de Vestir de Cuero Natural, Artificial, Plástico","SI",1,1
"eco_acti_181030","eco_acti_181",181030,"Fabricación de Accesorios de Vestir","SI",1,1
"eco_acti_181040","eco_acti_181",181040,"Fabricación de Ropa de Trabajo","SI",1,1
"eco_acti_182000","eco_acti_182",182000,"Adobo y Tenidos de Pieles; Fabricación de Artículos de Piel","SI",1,1
"eco_acti_191100","eco_acti_182",191100,"Curtido y Adobo de Cueros","SI",1,1
"eco_acti_191200","eco_acti_182",191200,"Fabricación de Maletas, Bolsos de Mano y Similares; Artículos de Talabartería y Guarnicionería","SI",1,1
"eco_acti_192000","eco_acti_192",192000,"Fabricación de Calzado","SI",1,1
"eco_acti_201000","eco_acti_201",201000,"Aserrado y Acepilladura de Maderas","SI",1,1
"eco_acti_202100","eco_acti_202",202100,"Fabricación de Tableros, Paneles y Hojas de Madera Para Enchapado","SI",1,1
"eco_acti_202200","eco_acti_202",202200,"Fabricación de Partes y Piezas de Carpintería Para Edificios y Construcciones","SI",1,1
"eco_acti_202300","eco_acti_202",202300,"Fabricación de Recipientes de Madera","SI",1,1
"eco_acti_202900","eco_acti_202",202900,"Fabricación de Otros Productos de Madera; Artículos de Corcho, Paja y Materiales Trenzables","SI",1,1
"eco_acti_210110","eco_acti_210",210110,"Fabricación de Celulosa y Otras Pastas de Madera","SI",1,1
"eco_acti_210121","eco_acti_210",210121,"Fabricación de Papel de Periódico","SI",1,1
"eco_acti_210129","eco_acti_210",210129,"Fabricación de Papel y Cartón N.C.P.","SI",1,1
"eco_acti_210200","eco_acti_210",210200,"Fabricación de Papel y Cartón Ondulado y de Envases de Papel y Cartón","SI",1,1
"eco_acti_210900","eco_acti_210",210900,"Fabricación de Otros Artículos de Papel y Cartón","SI",1,1
"eco_acti_221101","eco_acti_221",221101,"Edición Principalmente de Libros","SI",1,1
"eco_acti_221109","eco_acti_221",221109,"Edición de Folletos, Partituras y Otras Publicaciones","SI",1,1
"eco_acti_221200","eco_acti_221",221200,"Edición de Periódicos, Revistas y Publicaciones Periódicas","SI",1,1
"eco_acti_221300","eco_acti_221",221300,"Edición de Grabaciones","SI",1,1
"eco_acti_221900","eco_acti_221",221900,"Otras Actividades de Edición","SI",1,1
"eco_acti_222101","eco_acti_222",222101,"Impresión Principalmente de Libros","SI",1,1
"eco_acti_222109","eco_acti_222",222109,"Otras Actividades de Impresión N.C.P.","SI",1,1
"eco_acti_222200","eco_acti_222",222200,"Actividades de Servicio Relacionada Con La Impresión","SI",1,1
"eco_acti_223000","eco_acti_222",223000,"Reproducción de Grabaciones","SI",1,1
"eco_acti_231000","eco_acti_23",231000,"Fabricación de Productos de Hornos Coque","SI",1,1
"eco_acti_232000","eco_acti_23",232000,"Fabricación de Productos de Refinación de Petróleo","SI",1,1
"eco_acti_233000","eco_acti_233",233000,"Elaboración de Combustible Nuclear","SI",1,1
"eco_acti_241110","eco_acti_241",241110,"Fabricación de Carbón Vegetal, y Briquetas de Carbón Vegetal","SI",1,1
"eco_acti_241190","eco_acti_241",241190,"Fabricación de Sustancias Químicas Básicas, Excepto Abonos y Compuestos de Nitrógeno","SI",1,1
"eco_acti_241200","eco_acti_241",241200,"Fabricación de Abonos y Compuestos de Nitrógeno","SI",1,1
"eco_acti_241300","eco_acti_241",241300,"Fabricación de Plásticos En Formas Primarias y de Caucho Sintético","SI",1,1
"eco_acti_242100","eco_acti_242",242100,"Fabricación de Plaguicidas y Otros Productos Químicos de Uso Agropecuario","SI",1,1
"eco_acti_242200","eco_acti_242",242200,"Fabricación de Pinturas, Barnices y Productos de Revestimiento Similares","SI",1,1
"eco_acti_242300","eco_acti_242",242300,"Fabricación de Productos Farmaceuticos, Sustancias Químicas Medicinales y Productos Botánicos","SI",1,1
"eco_acti_242400","eco_acti_242",242400,"Fabricaciones de Jabones y Detergentes, Preparados Para Limpiar, Perfumes y Preparados de Tocador","SI",1,1
"eco_acti_242910","eco_acti_242",242910,"Fabricación de Explosivos y Productos de Pirotecnia","SI",1,1
"eco_acti_242990","eco_acti_242",242990,"Fabricación de Otros Productos Químicos N.C.P.","SI",1,1
"eco_acti_243000","eco_acti_243",243000,"Fabricación de Fibras Manufacturadas","SI",1,1
"eco_acti_251110","eco_acti_251",251110,"Fabricación de Cubiertas y Cámaras de Caucho","SI",1,1
"eco_acti_251120","eco_acti_251",251120,"Recauchado y Renovación de Cubiertas de Caucho","SI",1,1
"eco_acti_251900","eco_acti_251",251900,"Fabricación de Otros Productos de Caucho","SI",1,1
"eco_acti_252010","eco_acti_252",252010,"Fabricación de Planchas, Láminas, Cintas, Tiras de Plástico","SI",1,1
"eco_acti_252020","eco_acti_252",252020,"Fabricación de Tubos, Mangueras Para La Construcción","SI",1,1
"eco_acti_252090","eco_acti_252",252090,"Fabricación de Otros Artículos de Plástico","SI",1,1
"eco_acti_261010","eco_acti_261",261010,"Fabricación, Manipulado y Transformación de Vidrio Plano","SI",1,1
"eco_acti_261020","eco_acti_261",261020,"Fabricación de Vidrio Hueco","SI",1,1
"eco_acti_261030","eco_acti_261",261030,"Fabricación de Fibras de Vidrio","SI",1,1
"eco_acti_261090","eco_acti_261",261090,"Fabricación de Artículos de Vidrio N.C.P.","SI",1,1
"eco_acti_269101","eco_acti_269",269101,"Fabricación de Productos de Cerámica No Refractaria Para Uso No Estructural Con Fines Ornamentales","SI",1,1
"eco_acti_269109","eco_acti_269",269109,"Fabricación de Productos de Cerámica No Refractaria Para Uso No Estructural N.C.P.","SI",1,1
"eco_acti_269200","eco_acti_269",269200,"Fabricación de Productos de Cerámicas Refractaria","SI",1,1
"eco_acti_269300","eco_acti_269",269300,"Fabricación de Productos de Arcilla y Cerámicas No Refractarias Para Uso Estructural","SI",1,1
"eco_acti_269400","eco_acti_269",269400,"Fabricación de Cemento, Cal y Yeso","SI",1,1
"eco_acti_269510","eco_acti_269",269510,"Elaboración de Hormigón, Artículos de Hormigón y Mortero (Mezcla Para Construcción)","SI",1,1
"eco_acti_269520","eco_acti_269",269520,"Fabricación de Productos de Fibrocemento y Asbestocemento","SI",1,1
"eco_acti_269530","eco_acti_269",269530,"Fabricación de Paneles de Yeso Para La Construcción","SI",1,1
"eco_acti_269590","eco_acti_269",269590,"Fabricación de Artículos de Cemento y Yeso N.C.P.","SI",1,1
"eco_acti_269600","eco_acti_269",269600,"Corte, Tallado y Acabado de La Piedra","SI",1,1
"eco_acti_269910","eco_acti_269",269910,"Fabricación de Mezclas Bituminosas A Base de Asfalto, de Betunes Naturales, y Productos Similares","SI",1,1
"eco_acti_269990","eco_acti_269",269990,"Fabricación de Otros Productos Minerales No Metálicos N.C.P","SI",1,1
"eco_acti_271000","eco_acti_271",271000,"Industrias Basicas de Hierro y Acero","SI",1,1
"eco_acti_272010","eco_acti_272",272010,"Elaboración de Productos de Cobre En Formas Primarias.","SI",1,1
"eco_acti_272020","eco_acti_272",272020,"Elaboración de Productos de Aluminio En Formas Primarias","SI",1,1
"eco_acti_272090","eco_acti_272",272090,"Fabricación de Productos Primarios de Metales Preciosos y de Otros Metales No Ferrosos N.C.P.","SI",1,1
"eco_acti_273100","eco_acti_273",273100,"Fundición de Hierro y Acero","SI",1,1
"eco_acti_273200","eco_acti_273",273200,"Fundición de Metales No Ferrosos","SI",1,1
"eco_acti_281100","eco_acti_281",281100,"Fabricación de Productos Metálicos de Uso Estructural","SI",1,1
"eco_acti_281211","eco_acti_281",281211,"Fabricación de Recipientes de Gas Comprimido O Licuado","SI",1,1
"eco_acti_281219","eco_acti_281",281219,"Fabricación de Tanques, Depósitos y Recipientes de Metal N.C.P.","SI",1,1
"eco_acti_281280","eco_acti_281",281280,"Reparación de Tanques, Depósitos y Recipientes de Metal","SI",1,1
"eco_acti_281310","eco_acti_281",281310,"Fabricación de Generadores de Vapor, Excepto Calderas de Agua Caliente Para Calefacción","SI",1,1
"eco_acti_281380","eco_acti_281",281380,"Reparación de Generadores de Vapor, Excepto Calderas de Agua Caliente Para Calefacción Central","SI",1,1
"eco_acti_289100","eco_acti_289",289100,"Forja, Prensado, Estampado y Laminado de Metal; Incluye Pulvimetalurgia","SI",1,1
"eco_acti_289200","eco_acti_289",289200,"Tratamientos y Revestimientos de Metales; Obras de Ingeniería Mecánica En General","SI",1,1
"eco_acti_289310","eco_acti_289",289310,"Fabricación de Artículos de Cuchillería","SI",1,1
"eco_acti_289320","eco_acti_289",289320,"Fabricación de Herramientas de Mano y Artículos de Ferretería","SI",1,1
"eco_acti_289910","eco_acti_289",289910,"Fabricación de Cables, Alambres y Productos de Alambre","SI",1,1
"eco_acti_289990","eco_acti_289",289990,"Fabricación de Otros Productos Elaborados de Metal N.C.P.","SI",1,1
"eco_acti_291110","eco_acti_291",291110,"Fabricación de Motores y Turbinas, Excepto Para Aeronaves, Vehículos Automotores y Motocicletas","SI",1,1
"eco_acti_291180","eco_acti_291",291180,"Reparación de Motores y Turbinas, Excepto Para Aeronaves, Vehículos Automotores y Motocicletas","SI",1,1
"eco_acti_291210","eco_acti_291",291210,"Fabricación de Bombas, Grifos, Válvulas, Compresores, Sistemas Hidráulicos","SI",1,1
"eco_acti_291280","eco_acti_291",291280,"Reparación de Bombas, Compresores, Sistemas Hidráulicos, Válvulas y Artículos de Grifería","SI",1,1
"eco_acti_291310","eco_acti_291",291310,"Fabricación de Cojinetes, Engranajes, Trenes de Engranajes y Piezas de Transmisión","SI",1,1
"eco_acti_291380","eco_acti_291",291380,"Reparación de Cojinetes, Engranajes, Trenes de Engranajes y Piezas de Transmisión","SI",1,1
"eco_acti_291410","eco_acti_291",291410,"Fabricación de Hornos, Hogares y Quemadores","SI",1,1
"eco_acti_291480","eco_acti_291",291480,"Reparación de Hornos, Hogares y Quemadores","SI",1,1
"eco_acti_291510","eco_acti_291",291510,"Fabricación de Equipo de Elevación y Manipulación","SI",1,1
"eco_acti_291580","eco_acti_291",291580,"Reparación de Equipo de Elevación y Manipulación","SI",1,1
"eco_acti_291910","eco_acti_291",291910,"Fabricación de Otro Tipo de Maquinarias de Uso General","SI",1,1
"eco_acti_291980","eco_acti_291",291980,"Reparación Otros Tipos de Maquinaria y Equipos de Uso General","SI",1,1
"eco_acti_292110","eco_acti_292",292110,"Fabricación de Maquinaria Agropecuaria y Forestal","SI",1,1
"eco_acti_292180","eco_acti_292",292180,"Reparación de Maquinaria Agropecuaria y Forestal","SI",1,1
"eco_acti_292210","eco_acti_292",292210,"Fabricación de Máquinas Herramientas","SI",1,1
"eco_acti_292280","eco_acti_292",292280,"Reparación de Máquinas Herramientas","SI",1,1
"eco_acti_292310","eco_acti_292",292310,"Fabricación de Maquinaria Metalúrgica","SI",1,1
"eco_acti_292380","eco_acti_292",292380,"Reparación de Maquinaria Para La Industria Metalúrgica","SI",1,1
"eco_acti_292411","eco_acti_292",292411,"Fabricación de Maquinaria Para Minas y Canteras y Para Obras de Construcción","SI",1,1
"eco_acti_292412","eco_acti_292",292412,"Fabricación de Partes Para Máquinas de Sondeo O Perforación","SI",1,1
"eco_acti_292480","eco_acti_292",292480,"Reparación de Maquinaria Para La Explotación de Petróleo, Minas, Canteras, y Obras de Construcción","SI",1,1
"eco_acti_292510","eco_acti_292",292510,"Fabricación de Maquinaria Para La Elaboración de Alimentos, Bebidas y Tabacos","SI",1,1
"eco_acti_292580","eco_acti_292",292580,"Reparación de Maquinaria Para La Elaboración de Alimentos, Bebidas y Tabacos","SI",1,1
"eco_acti_292610","eco_acti_292",292610,"Fabricación de Maquinaria Para La Elaboración de Prendas Textiles, Prendas de Vestir y Cueros","SI",1,1
"eco_acti_292680","eco_acti_292",292680,"Reparación de Maquinaria Para La Industria Textil, de La Confección, Del Cuero y Del Calzado","SI",1,1
"eco_acti_292710","eco_acti_292",292710,"Fabricación de Armas y Municiones","SI",1,1
"eco_acti_292780","eco_acti_292",292780,"Reparación de Armas","SI",1,1
"eco_acti_292910","eco_acti_292",292910,"Fabricación de Otros Tipos de Maquinarias de Uso Especial","SI",1,1
"eco_acti_292980","eco_acti_292",292980,"Reparación de Otros Tipos de Maquinaria de Uso Especial","SI",1,1
"eco_acti_293000","eco_acti_293",293000,"Fabricación de Aparatos de Uso Doméstico N.C.P.","SI",1,1
"eco_acti_300010","eco_acti_300",300010,"Fabricación y Armado de Computadores y Hardware En General","SI",1,1
"eco_acti_300020","eco_acti_300",300020,"Fabricación de Maquinaria de Oficina, Contabilidad, N.C.P.","SI",1,1
"eco_acti_311010","eco_acti_311",311010,"Fabricación de Motores, Generadores y Transformadores Eléctricos","SI",1,1
"eco_acti_311080","eco_acti_311",311080,"Reparación de Motores, Generadores y Transformadores Eléctricos","SI",1,1
"eco_acti_312010","eco_acti_312",312010,"Fabricación de Aparatos de Distribución y Control","SI",1,1
"eco_acti_312080","eco_acti_312",312080,"Reparación de Aparatos de Distribución y Control","SI",1,1
"eco_acti_313000","eco_acti_313",313000,"Fabricación de Hilos y Cables Aislados","SI",1,1
"eco_acti_314000","eco_acti_314",314000,"Fabricación de Acumuladores de Pilas y Baterías Primarias","SI",1,1
"eco_acti_315010","eco_acti_315",315010,"Fabricación de Lámparas y Equipo de Iluminación","SI",1,1
"eco_acti_315080","eco_acti_315",315080,"Reparación de Equipo de Iluminación","SI",1,1
"eco_acti_319010","eco_acti_319",319010,"Fabricación de Otros Tipos de Equipo Eléctrico N.C.P.","SI",1,1
"eco_acti_319080","eco_acti_319",319080,"Reparación de Otros Tipos de Equipo Eléctrico N.C.P.","SI",1,1
"eco_acti_321010","eco_acti_321",321010,"Fabricación de Componentes Electrónicos","SI",1,1
"eco_acti_321080","eco_acti_321",321080,"Reparación de Componentes Electrónicos","SI",1,1
"eco_acti_322010","eco_acti_322",322010,"Fabricación de Transmisores de Radio y Televisión, Aparatos Para Telefonía y Telegrafía Con Hilos","SI",1,1
"eco_acti_322080","eco_acti_322",322080,"Reparación de Transmisores de Radio y Televisión, Aparatos Para Telefonía y Telegrafía Con Hilos","SI",1,1
"eco_acti_323000","eco_acti_323",323000,"Fabricación de Receptores (Radio y Tv); Aparatos de Grabación y Reproducción (Audio y Video)","SI",1,1
"eco_acti_331110","eco_acti_331",331110,"Fabricación de Equipo Médico y Quirúrgico, y de Aparatos Ortopédicos","SI",1,1
"eco_acti_331120","eco_acti_331",331120,"Laboratorios Dentales","SI",1,1
"eco_acti_331180","eco_acti_331",331180,"Reparación de Equipo Médico y Quirúrgico, y de Aparatos Ortopédicos","SI",1,1
"eco_acti_331210","eco_acti_331",331210,"Fabricación de Instrumentos y Aparatos Para Medir, Verificar, Ensayar, Navegar y Otros Fines","SI",1,1
"eco_acti_331280","eco_acti_331",331280,"Reparación de Instrumentos y Aparatos Para Medir, Verificar, Ensayar, Navegar y Otros Fines","SI",1,1
"eco_acti_331310","eco_acti_331",331310,"Fabricación de Equipos de Control de Procesos Industriales","SI",1,1
"eco_acti_331380","eco_acti_331",331380,"Reparación de Equipos de Control de Procesos Industriales","SI",1,1
"eco_acti_332010","eco_acti_332",332010,"Fabricación Y/O Reparación de Lentes y Artículos Oftalmológicos","SI",1,1
"eco_acti_332020","eco_acti_332",332020,"Fabricación de Instrumentos de Optica N.C.P. y Equipos Fotográficos","SI",1,1
"eco_acti_332080","eco_acti_332",332080,"Reparación de Instrumentos de Optica N.C.P y Equipo Fotográficos","SI",1,1
"eco_acti_333000","eco_acti_333",333000,"Fabricación de Relojes","SI",1,1
"eco_acti_341000","eco_acti_34",341000,"Fabricación de Vehículos Automotores","SI",1,1
"eco_acti_342000","eco_acti_34",342000,"Fabricación de Carrocerías Para Vehículos Automotores; Fabricación de Remolques y Semi Remolques","SI",1,1
"eco_acti_343000","eco_acti_34",343000,"Fabricación de Partes y Accesorios Para Vehículos Automotores y Sus Motores","SI",1,1
"eco_acti_351110","eco_acti_351",351110,"Construcción y Reparación de Buques; Astilleros","SI",1,1
"eco_acti_351120","eco_acti_351",351120,"Construcción de Embarcaciones Menores","SI",1,1
"eco_acti_351180","eco_acti_351",351180,"Reparación de Embarcaciones Menores","SI",1,1
"eco_acti_351210","eco_acti_351",351210,"Construcción de Embarcaciones de Recreo y Deporte","SI",1,1
"eco_acti_351280","eco_acti_351",351280,"Reparación de Embarcaciones de Recreo y Deportes","SI",1,1
"eco_acti_352000","eco_acti_352",352000,"Fabricación de Locomotoras y de Material Rodante Para Ferrocarriles y Tranvías","SI",1,1
"eco_acti_353010","eco_acti_353",353010,"Fabricación de Aeronaves y Naves Espaciales","SI",1,1
"eco_acti_353080","eco_acti_353",353080,"Reparación de Aeronaves y Naves Espaciales","SI",1,1
"eco_acti_359100","eco_acti_359",359100,"Fabricación de Motocicletas","SI",1,1
"eco_acti_359200","eco_acti_359",359200,"Fabricación de Bicicletas y de Sillones de Ruedas Para Invalidos","SI",1,1
"eco_acti_359900","eco_acti_359",359900,"Fabricación de Otros Equipos de Transporte N.C.P.","SI",1,1
"eco_acti_361010","eco_acti_361",361010,"Fabricación de Muebles Principalmente de Madera","SI",1,1
"eco_acti_361020","eco_acti_361",361020,"Fabricación de Otros Muebles N.C.P., Incluso Colchones","SI",1,1
"eco_acti_369100","eco_acti_369",369100,"Fabricación de Joyas y Productos Conexos","SI",1,1
"eco_acti_369200","eco_acti_369",369200,"Fabricación de Instrumentos de Música","SI",1,1
"eco_acti_369300","eco_acti_369",369300,"Fabricación de Artículos de Deporte","SI",1,1
"eco_acti_369400","eco_acti_369",369400,"Fabricación de Juegos y Juguetes","SI",1,1
"eco_acti_369910","eco_acti_369",369910,"Fabricación de Plumas y Lápices de Toda Clase y Artículos de Escritorio En General","SI",1,1
"eco_acti_369920","eco_acti_369",369920,"Fabricación de Brochas, Escobas y Cepillos","SI",1,1
"eco_acti_369930","eco_acti_369",369930,"Fabricación de Fósforos","SI",1,1
"eco_acti_369990","eco_acti_369",369990,"Fabricación de Artículos de Otras Industrias N.C.P.","SI",1,1
"eco_acti_371000","eco_acti_37",371000,"Reciclamiento de Desperdicios y Desechos Metálicos","SI",1,1
"eco_acti_372010","eco_acti_37",372010,"Reciclamiento de Papel","SI",1,1
"eco_acti_372020","eco_acti_37",372020,"Reciclamiento de Vidrio","SI",1,1
"eco_acti_372090","eco_acti_37",372090,"Reciclamiento de Otros Desperdicios y Desechos N.C.P.","SI",1,1
"eco_acti_401011","eco_acti_401",401011,"Generación Hidroeléctrica","SI",1,1
"eco_acti_401012","eco_acti_401",401012,"Generación En Centrales Termoeléctrica de Ciclos Combinados","SI",1,1
"eco_acti_401013","eco_acti_401",401013,"Generación En Otras Centrales Termoeléctricas","SI",1,1
"eco_acti_401019","eco_acti_401",401019,"Generación En Otras Centrales N.C.P.","SI",1,1
"eco_acti_401020","eco_acti_401",401020,"Transmisión de Energía Eléctrica","SI",1,1
"eco_acti_401030","eco_acti_401",401030,"Distribución de Energia Eléctrica","SI",1,1
"eco_acti_402000","eco_acti_402",402000,"Fabricación de Gas; Distribución de Combustibles Gaseosos Por Tuberías","SI",1,1
"eco_acti_403000","eco_acti_403",403000,"Suministro de Vapor y Agua Caliente","SI",1,1
"eco_acti_410000","eco_acti_410",410000,"Captación, Depuración y Distribución de Agua","ND",1,1
"eco_acti_451010","eco_acti_450",451010,"Preparación Del Terreno, Excavaciones y Movimientos de Tierras","SI",1,1
"eco_acti_451020","eco_acti_450",451020,"Servicios de Demolición y El Derribo de Edificios y Otras Estructuras","SI",1,1
"eco_acti_452010","eco_acti_450",452010,"Construcción de Edificios Completos O de Partes de Edificios","SI",1,1
"eco_acti_452020","eco_acti_450",452020,"Obras de Ingeniería","SI",1,1
"eco_acti_453000","eco_acti_450",453000,"Acondicionamiento de Edificios","SI",1,1
"eco_acti_454000","eco_acti_450",454000,"Obras Menores En Construcción (Contratistas, Albaniles, Carpinteros)","SI",1,1
"eco_acti_455000","eco_acti_450",455000,"Alquiler de Equipo de Construcción O Demolición Dotado de Operarios","SI",1,1
"eco_acti_501010","eco_acti_501",501010,"Venta Al Por Mayor de Vehículos Automotores (Importación, Distribución) Excepto Motocicletas","SI",1,1
"eco_acti_501020","eco_acti_501",501020,"Venta O Compraventa Al Por Menor de Vehículos Automotores Nuevos O Usados; Excepto Motocicletas","SI",1,1
"eco_acti_502010","eco_acti_502",502010,"Servicio de Lavado de Vehículos Automotores","ND",1,1
"eco_acti_502020","eco_acti_502",502020,"Servicios de Remolque de Vehículos (Gruas)","SI",1,1
"eco_acti_502080","eco_acti_502",502080,"Mantenimiento y Reparación de Vehículos Automotores","ND",1,1
"eco_acti_503000","eco_acti_503",503000,"Venta de Partes, Piezas y Accesorios de Vehículos Automotores","SI",1,1
"eco_acti_504010","eco_acti_504",504010,"Venta de Motocicletas","SI",1,1
"eco_acti_504020","eco_acti_504",504020,"Venta de Piezas y Accesorios de Motocicletas","SI",1,1
"eco_acti_504080","eco_acti_504",504080,"Reparación de Motocicletas","ND",1,1
"eco_acti_505000","eco_acti_505",505000,"Venta Al Por Menor de Combustible Para Automotores","SI",1,1
"eco_acti_511010","eco_acti_511",511010,"Corretaje de Productos Agrícolas","SI",1,1
"eco_acti_511020","eco_acti_511",511020,"Corretaje de Ganado (Ferias de Ganado)","SI",1,1
"eco_acti_511030","eco_acti_511",511030,"Otros Tipos de Corretajes O Remates N.C.P. (No Incluye Servicios de Martillero)","SI",1,1
"eco_acti_512110","eco_acti_512",512110,"Venta Al Por Mayor de Animales Vivos","SI",1,1
"eco_acti_512120","eco_acti_512",512120,"Venta Al Por Mayor de Productos Pecuarios (Lanas, Pieles, Cueros Sin Procesar); Excepto Alimentos","SI",1,1
"eco_acti_512130","eco_acti_512",512130,"Venta Al Por Mayor de Materias Primas Agrícolas","SI",1,1
"eco_acti_512210","eco_acti_512",512210,"Mayorista de Frutas y Verduras","SI",1,1
"eco_acti_512220","eco_acti_512",512220,"Mayoristas de Carnes","SI",1,1
"eco_acti_512230","eco_acti_512",512230,"Mayoristas de Productos Del Mar (Pescado, Mariscos, Algas)","SI",1,1
"eco_acti_512240","eco_acti_512",512240,"Mayoristas de Vinos y Bebidas Alcohólicas y de Fantasía","SI",1,1
"eco_acti_512250","eco_acti_512",512250,"Venta Al Por Mayor de Confites","SI",1,1
"eco_acti_512260","eco_acti_512",512260,"Venta Al Por Mayor de Tabaco y Productos Derivados","SI",1,1
"eco_acti_512290","eco_acti_512",512290,"Venta Al Por Mayor de Huevos, Leche, Abarrotes, y Otros Alimentos N.C.P.","SI",1,1
"eco_acti_513100","eco_acti_513",513100,"Venta Al Por Mayor de Productos Textiles, Prendas de Vestir y Calzado","SI",1,1
"eco_acti_513910","eco_acti_513",513910,"Venta Al Por Mayor de Muebles","SI",1,1
"eco_acti_513920","eco_acti_513",513920,"Venta Al Por Mayor de Artículos Eléctricos y Electrónicos Para El Hogar","SI",1,1
"eco_acti_513930","eco_acti_513",513930,"Venta Al Por Mayor de Artículos de Perfumería, Cosméticos, Jabones y Productos de Limpieza","SI",1,1
"eco_acti_513940","eco_acti_513",513940,"Venta Al Por Mayor de Papel y Cartón","SI",1,1
"eco_acti_513951","eco_acti_513",513951,"Venta Al Por Mayor de Libros","SI",1,1
"eco_acti_513952","eco_acti_513",513952,"Venta Al Por Mayor de Revistas y Periódicos","SI",1,1
"eco_acti_513960","eco_acti_513",513960,"Venta Al Por Mayor de Productos Farmaceuticos","SI",1,1
"eco_acti_513970","eco_acti_513",513970,"Venta Al Por Mayor de Instrumentos Científicos y Quirúrgicos","SI",1,1
"eco_acti_513990","eco_acti_513",513990,"Venta Al Por Mayor de Otros Enseres Domésticos N.C.P.","SI",1,1
"eco_acti_514110","eco_acti_514",514110,"Venta Al Por Mayor de Combustibles Líquidos","SI",1,1
"eco_acti_514120","eco_acti_514",514120,"Venta Al Por Mayor de Combustibles Sólidos","SI",1,1
"eco_acti_514130","eco_acti_514",514130,"Venta Al Por Mayor de Combustibles Gaseosos","SI",1,1
"eco_acti_514140","eco_acti_514",514140,"Venta Al Por Mayor de Productos Conexos A Los Combustibles","SI",1,1
"eco_acti_514200","eco_acti_514",514200,"Venta Al Por Mayor de Metales y Minerales Metalíferos","SI",1,1
"eco_acti_514310","eco_acti_514",514310,"Venta Al Por Mayor de Madera No Trabajada y Productos Resultantes de Su Elaboración Primaria","SI",1,1
"eco_acti_514320","eco_acti_514",514320,"Venta Al Por Mayor de Materiales de Construcción, Artículos de Ferretería y Relacionados","SI",1,1
"eco_acti_514910","eco_acti_514",514910,"Venta Al Por Mayor de Productos Químicos","SI",1,1
"eco_acti_514920","eco_acti_514",514920,"Venta Al Por Mayor de Desechos Metálicos (Chatarra)","SI",1,1
"eco_acti_514930","eco_acti_514",514930,"Venta Al Por Mayor de Insumos Veterinarios","SI",1,1
"eco_acti_514990","eco_acti_514",514990,"Venta Al Por Mayor de Otros Productos Intermedios, Desperdicios y Desechos N.C.P.","SI",1,0
"eco_acti_515001","eco_acti_515",515001,"Venta Al Por Mayor de Maquinaria Agrícola y Forestal","SI",1,1
"eco_acti_515002","eco_acti_515",515002,"Venta Al Por Mayor de Maquinaria Metalúrgica","SI",1,1
"eco_acti_515003","eco_acti_515",515003,"Venta Al Por Mayor de Maquinaria Para La Minería","SI",1,1
"eco_acti_515004","eco_acti_515",515004,"Venta Al Por Mayor de Maquinaria Para La Construcción","SI",1,1
"eco_acti_515005","eco_acti_515",515005,"Venta Al Por Mayor de Maquinaria Para La Elaboración de Alimentos, Bebidas y Tabaco","SI",1,1
"eco_acti_515006","eco_acti_515",515006,"Venta Al Por Mayor de Maquinaria Para Textiles y Cueros","SI",1,1
"eco_acti_515007","eco_acti_515",515007,"Venta Al Por Mayor de Máquinas y Equipos de Oficina; Incluye Materiales Conexos","SI",1,1
"eco_acti_515008","eco_acti_515",515008,"Venta Al Por Mayor de Maquinaria y Equipo de Transporte Excepto Vehículos Automotores","SI",1,1
"eco_acti_515009","eco_acti_515",515009,"Venta Al Por Mayor de Maquinaria, Herramientas, Equipo y Materiales N.C.P.","SI",1,1
"eco_acti_519000","eco_acti_519",519000,"Venta Al Por Mayor de Otros Productos N.C.P.","SI",1,0
